image,probability,predicted,true_label,correct
319284091322.png,0.3495178520679474,1,1,True
319861391180.png,0.3763348162174225,1,1,True
323049824837.png,0.35067018866539,1,1,True
323216066376.png,0.41841211915016174,1,1,True
331994804662.png,0.4258483946323395,1,1,True
332262029390.png,0.36012640595436096,1,1,True
354494414668.png,0.4306374788284302,1,1,True
357743806796.png,0.5173289179801941,1,1,True
367033184947.png,0.3896969258785248,1,1,True
368112377014.png,0.4018128216266632,1,1,True
377396256589.png,0.42118149995803833,1,1,True
382388955983.png,0.3875446915626526,1,1,True
382842542770.png,0.3916972279548645,1,1,True
385364175281.png,0.38941919803619385,1,1,True
386594653886.png,0.4234512448310852,1,1,True
388457243971.png,0.32088038325309753,1,1,True
389333895104.png,0.3751767873764038,1,1,True
389762947264.png,0.44073814153671265,1,1,True
390659573835.png,0.3885726034641266,1,1,True
391986630578.png,0.3400275409221649,1,1,True
396096447168.png,0.47203686833381653,1,1,True
401302850236.png,0.37702035903930664,1,1,True
402709362358.png,0.403346449136734,1,1,True
405112526006.png,0.34690356254577637,1,0,False
426616352327.png,0.44478464126586914,1,1,True
440954259636.png,0.3952683210372925,1,1,True
444257074368.png,0.4212748110294342,1,1,True
446825971022.png,0.3338598608970642,1,1,True
449079050821.png,0.30891889333724976,1,1,True
449548601935.png,0.44051724672317505,1,1,True
459842032575.png,0.415203332901001,1,1,True
461796723131.png,0.458722859621048,1,1,True
467170281550.png,0.3911193907260895,1,1,True
471644500148.png,0.3211061656475067,1,1,True
484148077390.png,0.362730473279953,1,1,True
485645061448.png,0.3194398283958435,1,1,True
499184697528.png,0.3052768409252167,1,1,True
504727923636.png,0.3427674472332001,1,1,True
507660042820.png,0.4273899495601654,1,1,True
513176860851.png,0.43065595626831055,1,1,True
516484846771.png,0.40399619936943054,1,1,True
519479014210.png,0.37448936700820923,1,1,True
522346050627.png,0.449817419052124,1,1,True
522908640837.png,0.24386633932590485,0,1,False
525197973685.png,0.3686300814151764,1,1,True
547572953783.png,0.42842942476272583,1,1,True
556833766071.png,0.4591286778450012,1,1,True
560995798351.png,0.35889893770217896,1,1,True
571767951545.png,0.40436646342277527,1,1,True
580659249483.png,0.32034268975257874,1,1,True
582449285561.png,0.3533424437046051,1,1,True
584560114110.png,0.32925331592559814,1,1,True
586526530994.png,0.42987459897994995,1,1,True
586686362188.png,0.4322686791419983,1,1,True
593048358219.png,0.3744593858718872,1,1,True
597573327805.png,0.3323202431201935,1,1,True
602136307896.png,0.39918699860572815,1,1,True
606958517568.png,0.4502113461494446,1,1,True
613760275528.png,0.36176589131355286,1,1,True
614753560502.png,0.4009096622467041,1,1,True
615252281023.png,0.3649972379207611,1,1,True
615552493642.png,0.4194484353065491,1,1,True
619348176309.png,0.4419357180595398,1,1,True
619580543422.png,0.4878585636615753,1,1,True
620015008072.png,0.35050636529922485,1,1,True
630576825928.png,0.3684540390968323,1,1,True
635882288057.png,0.5490189790725708,1,1,True
639141782081.png,0.33017000555992126,1,1,True
642073159236.png,0.35203132033348083,1,1,True
642677760185.png,0.41463425755500793,1,1,True
647486364860.png,0.3553074896335602,1,1,True
652038062149.png,0.3580435514450073,1,1,True
659626483531.png,0.4053471088409424,1,1,True
661165245001.png,0.33803436160087585,1,1,True
661650570431.png,0.37998491525650024,1,1,True
665756876355.png,0.44072192907333374,1,1,True
669513071035.png,0.45889049768447876,1,1,True
674580554825.png,0.46963682770729065,1,1,True
681676374607.png,0.2887858748435974,0,1,False
681782384719.png,0.2114996612071991,0,1,False
695103190974.png,0.42226025462150574,1,1,True
704227637685.png,0.4481378495693207,1,1,True
707174412619.png,0.469870001077652,1,1,True
715750723144.png,0.28648361563682556,0,1,False
718882355381.png,0.5175427794456482,1,1,True
719800238268.png,0.43212002515792847,1,1,True
720577400643.png,0.3737236261367798,1,1,True
731625393078.png,0.3899441957473755,1,1,True
733571920565.png,0.4721529185771942,1,1,True
740415804347.png,0.39580491185188293,1,1,True
744864895154.png,0.3254045844078064,1,1,True
763227218251.png,0.5159511566162109,1,1,True
766231467443.png,0.2613716721534729,0,1,False
772075801270.png,0.3942265510559082,1,1,True
774859220810.png,0.5018656849861145,1,1,True
777115535947.png,0.36092105507850647,1,1,True
781371789125.png,0.4196377396583557,1,1,True
783303208118.png,0.3261010944843292,1,1,True
791527431747.png,0.34158745408058167,1,1,True
794825429059.png,0.384235143661499,1,1,True
794854440884.png,0.37739261984825134,1,1,True
797575029945.png,0.3595429062843323,1,1,True
797972730440.png,0.5062548518180847,1,1,True
803924128446.png,0.3771441578865051,1,1,True
805665069245.png,0.3208305537700653,1,1,True
806932709961.png,0.5084893703460693,1,1,True
813154990525.png,0.3613177239894867,1,1,True
817725309879.png,0.27673089504241943,0,1,False
836490545741.png,0.560824990272522,1,1,True
849071065023.png,0.4700459837913513,1,1,True
856487806141.png,0.4551985263824463,1,1,True
858902953295.png,0.4942842125892639,1,1,True
862861140299.png,0.3304674029350281,1,1,True
864841279421.png,0.43008285760879517,1,1,True
868021501374.png,0.33201292157173157,1,1,True
868833658801.png,0.285778284072876,0,1,False
880259127222.png,0.27511435747146606,0,1,False
886182148940.png,0.36377769708633423,1,1,True
886867531076.png,0.40321728587150574,1,1,True
888322663489.png,0.27898553013801575,0,1,False
890095804352.png,0.4233512580394745,1,1,True
891398565045.png,0.3352164924144745,1,1,True
895001833401.png,0.4076822102069855,1,1,True
897499303247.png,0.4843650460243225,1,1,True
897961086908.png,0.3698843717575073,1,1,True
899748003395.png,0.29832372069358826,0,1,False
909969375041.png,0.3102079927921295,1,1,True
910375338430.png,0.48599475622177124,1,1,True
912784585295.png,0.4158279299736023,1,1,True
914504784062.png,0.357044517993927,1,1,True
917176914357.png,0.29340988397598267,0,1,False
919385873480.png,0.28373321890830994,0,1,False
925324944308.png,0.3321038782596588,1,1,True
927111601736.png,0.36608392000198364,1,1,True
934821922376.png,0.377678245306015,1,1,True
937534603840.png,0.45491427183151245,1,1,True
937575259065.png,0.41783902049064636,1,1,True
948051671620.png,0.27659982442855835,0,1,False
954455675968.png,0.4944854974746704,1,1,True
955865492672.png,0.5011725425720215,1,1,True
961190070350.png,0.3810618221759796,1,1,True
966456388539.png,0.3207058608531952,1,1,True
972654902082.png,0.31287556886672974,1,1,True
973212003914.png,0.3634791076183319,1,1,True
979603029826.png,0.3825940191745758,1,1,True
992048473014.png,0.36962658166885376,1,1,True
997506444101.png,0.2899659276008606,0,1,False
999098006976.png,0.30584049224853516,1,1,True
101082076340.png,0.3968679904937744,1,1,True
101417395279.png,0.3873445987701416,1,0,False
102893416258.png,0.4522010385990143,1,0,False
103621423795.png,0.4194973409175873,1,1,True
105786274746.png,0.32430294156074524,1,1,True
106531346109.png,0.2791096568107605,0,0,True
113787317179.png,0.39225849509239197,1,0,False
114079399752.png,0.3949275314807892,1,1,True
118983560625.png,0.5178333520889282,1,1,True
119447965120.png,0.38678693771362305,1,0,False
120397349956.png,0.45039471983909607,1,1,True
120804631108.png,0.38430190086364746,1,0,False
142041456310.png,0.4189251661300659,1,1,True
142836539826.png,0.409363329410553,1,0,False
143815546190.png,0.31718847155570984,1,0,False
144724937404.png,0.39601585268974304,1,1,True
163226655670.png,0.4760310649871826,1,0,False
166088960583.png,0.3335989713668823,1,0,False
167893551801.png,0.2920682430267334,0,0,True
172587457869.png,0.2888241410255432,0,0,True
178037104203.png,0.428791880607605,1,0,False
178903546689.png,0.3998217284679413,1,0,False
180921679689.png,0.35980871319770813,1,0,False
182903689144.png,0.4159621596336365,1,0,False
197261906759.png,0.36526012420654297,1,0,False
199882740928.png,0.35635268688201904,1,0,False
202982049212.png,0.2563798427581787,0,0,True
211243928143.png,0.27845999598503113,0,0,True
215026030671.png,0.3639093339443207,1,0,False
215557382217.png,0.4178130328655243,1,1,True
221363404621.png,0.30767086148262024,1,0,False
223664320070.png,0.4041464030742645,1,0,False
228025973575.png,0.2964559495449066,0,0,True
232638946742.png,0.3100317418575287,1,0,False
235372382398.png,0.33995121717453003,1,1,True
235396922814.png,0.38749629259109497,1,0,False
235645375414.png,0.4590637981891632,1,0,False
240888036792.png,0.45825764536857605,1,0,False
247366902965.png,0.36850839853286743,1,1,True
251479730617.png,0.27996325492858887,0,0,True
252891592891.png,0.31974920630455017,1,0,False
253653870262.png,0.2789590656757355,0,0,True
259363392331.png,0.3595130145549774,1,1,True
264945833804.png,0.29864048957824707,0,0,True
265045351752.png,0.30803439021110535,1,0,False
265680282555.png,0.3685700297355652,1,0,False
266468327859.png,0.3730580806732178,1,0,False
267128816061.png,0.32116395235061646,1,1,True
276823697339.png,0.2632368505001068,0,0,True
280705077948.png,0.39644870162010193,1,0,False
289575705783.png,0.32515519857406616,1,0,False
289672022859.png,0.4131959080696106,1,0,False
296569259963.png,0.43917232751846313,1,0,False
308978034359.png,0.30638501048088074,1,0,False
314230865735.png,0.339394211769104,1,0,False
316842205516.png,0.35691043734550476,1,1,True
327432181430.png,0.37799525260925293,1,0,False
331918778302.png,0.3192087709903717,1,0,False
341487519931.png,0.3142431676387787,1,0,False
346459418046.png,0.3621734082698822,1,0,False
349088410559.png,0.44861850142478943,1,0,False
357770993597.png,0.2548121213912964,0,0,True
358682804920.png,0.33205369114875793,1,0,False
373534903368.png,0.2678995132446289,0,0,True
373664986695.png,0.4024902284145355,1,0,False
398868902217.png,0.28953126072883606,0,0,True
422949066061.png,0.44289395213127136,1,0,False
428831238581.png,0.35428759455680847,1,1,True
435589989703.png,0.40496838092803955,1,1,True
437383639117.png,0.3639291524887085,1,0,False
443045783985.png,0.362719863653183,1,0,False
447338559157.png,0.38139861822128296,1,0,False
451762379192.png,0.3685523271560669,1,1,True
460950866510.png,0.33236899971961975,1,0,False
462946971323.png,0.2947307825088501,0,0,True
464548679869.png,0.4246717095375061,1,1,True
466021835338.png,0.3403330445289612,1,1,True
466566682043.png,0.3702603578567505,1,0,False
467460732083.png,0.2966233789920807,0,0,True
472468127053.png,0.32053160667419434,1,1,True
477299306677.png,0.325689435005188,1,1,True
480227736387.png,0.31783223152160645,1,0,False
480837496767.png,0.304519921541214,1,1,True
482733349698.png,0.33405256271362305,1,0,False
486760335284.png,0.29696911573410034,0,0,True
488619217592.png,0.4418788254261017,1,0,False
491105155005.png,0.3104120194911957,1,0,False
491847717562.png,0.3600695729255676,1,0,False
496142704973.png,0.3664989471435547,1,0,False
510805316419.png,0.3534611761569977,1,0,False
513930517687.png,0.3819564878940582,1,0,False
516616017341.png,0.3453783094882965,1,0,False
523050548921.png,0.4309220016002655,1,1,True
524138358857.png,0.3553200662136078,1,0,False
527172737352.png,0.41101568937301636,1,0,False
529867870791.png,0.32227909564971924,1,1,True
536009871026.png,0.3544931709766388,1,0,False
547114798663.png,0.32461103796958923,1,0,False
551048738749.png,0.3138452470302582,1,0,False
555630700359.png,0.44314926862716675,1,0,False
556195332168.png,0.355806827545166,1,0,False
556611973699.png,0.3262568712234497,1,0,False
559537198518.png,0.3852440118789673,1,0,False
561323951683.png,0.3564838767051697,1,0,False
561728504132.png,0.4080761969089508,1,0,False
563046534976.png,0.3421226739883423,1,1,True
572368203699.png,0.15985114872455597,0,0,True
572486126519.png,0.34222617745399475,1,0,False
576936051009.png,0.3787766695022583,1,0,False
587059559616.png,0.4116538465023041,1,0,False
588847129666.png,0.3846031129360199,1,0,False
590370280892.png,0.3615061342716217,1,0,False
605428579911.png,0.3149952292442322,1,1,True
612300431435.png,0.3584180474281311,1,0,False
615612819377.png,0.31709951162338257,1,1,True
618816451764.png,0.37503644824028015,1,0,False
620444882609.png,0.46090736985206604,1,1,True
621374394181.png,0.33087456226348877,1,1,True
622975995069.png,0.38174527883529663,1,0,False
623317835073.png,0.46126633882522583,1,0,False
623666799689.png,0.4107081890106201,1,0,False
625023228491.png,0.4041895866394043,1,1,True
625447992498.png,0.2862789034843445,0,0,True
626620830530.png,0.35484635829925537,1,1,True
629973646147.png,0.34634530544281006,1,1,True
635414170436.png,0.38520291447639465,1,1,True
636235740226.png,0.3117270767688751,1,0,False
639371999050.png,0.43377768993377686,1,1,True
640220786500.png,0.4082610607147217,1,0,False
652762227897.png,0.36990872025489807,1,1,True
653692861369.png,0.3349555730819702,1,1,True
659305212856.png,0.22713637351989746,0,1,False
661488970060.png,0.34487542510032654,1,0,False
671392252608.png,0.3596970736980438,1,0,False
672795451464.png,0.37634241580963135,1,1,True
672938473544.png,0.303101509809494,1,0,False
675060096582.png,0.43113577365875244,1,1,True
679018572733.png,0.4091337025165558,1,0,False
682207035825.png,0.22452720999717712,0,1,False
690958042446.png,0.26832300424575806,0,0,True
692136125001.png,0.24426177144050598,0,1,False
702782766407.png,0.40210139751434326,1,0,False
704980008889.png,0.3962405323982239,1,0,False
708467886516.png,0.4596516788005829,1,0,False
712343534271.png,0.36055704951286316,1,0,False
715819457462.png,0.375362753868103,1,0,False
718114798007.png,0.3888103663921356,1,1,True
722860188083.png,0.39480745792388916,1,1,True
729013613897.png,0.4002215564250946,1,0,False
737627454388.png,0.35115715861320496,1,1,True
739981398965.png,0.3887341022491455,1,0,False
743139038652.png,0.2906201481819153,0,0,True
765317642058.png,0.30772334337234497,1,1,True
766760780209.png,0.25296372175216675,0,0,True
767241138111.png,0.34180548787117004,1,1,True
768206443190.png,0.4839159846305847,1,0,False
768265782965.png,0.28549301624298096,0,0,True
770764750413.png,0.2809714078903198,0,0,True
773122333876.png,0.3976786434650421,1,0,False
781675750070.png,0.3343713581562042,1,0,False
783056375118.png,0.3472806215286255,1,0,False
783886284475.png,0.41064539551734924,1,0,False
786463671873.png,0.2585679590702057,0,1,False
789106797385.png,0.3384826183319092,1,0,False
806577898944.png,0.4520331025123596,1,1,True
807180007352.png,0.46039679646492004,1,1,True
814283221949.png,0.4929284453392029,1,0,False
814616524367.png,0.4079281985759735,1,0,False
825434618549.png,0.3701023459434509,1,1,True
825918978638.png,0.28886017203330994,0,0,True
826549000380.png,0.35758066177368164,1,0,False
838104889792.png,0.432405561208725,1,1,True
840798331317.png,0.3013729751110077,1,1,True
844201600577.png,0.44024938344955444,1,0,False
861528190910.png,0.28937825560569763,0,0,True
872570087100.png,0.31082794070243835,1,0,False
875291186354.png,0.35131704807281494,1,0,False
875582454449.png,0.3077831566333771,1,0,False
880026335306.png,0.40913623571395874,1,0,False
886363630927.png,0.3405740261077881,1,1,True
903525848136.png,0.2916671335697174,0,0,True
916409262914.png,0.26691141724586487,0,0,True
938264321202.png,0.295040488243103,0,0,True
940200980403.png,0.39140409231185913,1,1,True
940489148994.png,0.42110589146614075,1,1,True
943043142835.png,0.3394436836242676,1,0,False
945647930949.png,0.35177335143089294,1,1,True
946978196408.png,0.32535961270332336,1,0,False
947534891080.png,0.34880873560905457,1,0,False
953673918650.png,0.40557703375816345,1,0,False
963663945294.png,0.37570640444755554,1,1,True
965728653642.png,0.38093915581703186,1,0,False
970051115086.png,0.37186485528945923,1,0,False
975655345738.png,0.23762641847133636,0,0,True
982427299913.png,0.33618077635765076,1,0,False
985381156530.png,0.34093835949897766,1,0,False
988175188917.png,0.3581235706806183,1,0,False
990163597122.png,0.31582507491111755,1,0,False
994210567611.png,0.5180357694625854,1,1,True
996794675782.png,0.45588165521621704,1,0,False
100683721545.png,0.48807457089424133,1,1,True
103752098888.png,0.4247206747531891,1,0,False
105305868728.png,0.4006405174732208,1,0,False
108166397110.png,0.34304970502853394,1,0,False
109161234623.png,0.49853184819221497,1,0,False
113888476861.png,0.3280335068702698,1,1,True
123863906634.png,0.30882546305656433,1,0,False
129919116613.png,0.33312854170799255,1,0,False
148161566024.png,0.38406726717948914,1,0,False
148417858747.png,0.29807743430137634,0,0,True
148463971394.png,0.3142986595630646,1,0,False
149522115008.png,0.3348185420036316,1,0,False
151206618955.png,0.3095787465572357,1,1,True
158034883405.png,0.365213543176651,1,0,False
158193408587.png,0.35368940234184265,1,0,False
172568228160.png,0.44936251640319824,1,0,False
173428729018.png,0.457043319940567,1,0,False
176374086334.png,0.39072951674461365,1,0,False
182187375682.png,0.3727763891220093,1,0,False
184487830344.png,0.34305059909820557,1,0,False
190057945925.png,0.406734824180603,1,0,False
210957268805.png,0.3334292471408844,1,0,False
222382043327.png,0.3073589503765106,1,0,False
225002671173.png,0.5526378154754639,1,1,True
225180067138.png,0.364502876996994,1,0,False
232171879612.png,0.4109428822994232,1,0,False
244324832069.png,0.37733423709869385,1,0,False
259255730498.png,0.3986937701702118,1,0,False
267113779010.png,0.35340821743011475,1,0,False
269583189425.png,0.4348379671573639,1,1,True
270887454392.png,0.46822360157966614,1,1,True
273937061192.png,0.3387431204319,1,0,False
277423186502.png,0.3329719305038452,1,1,True
283171138993.png,0.38691243529319763,1,0,False
290728783030.png,0.4229342043399811,1,0,False
309983538102.png,0.30934858322143555,1,0,False
318662027078.png,0.3452613949775696,1,0,False
319185342538.png,0.4049355983734131,1,0,False
325722455985.png,0.31346821784973145,1,0,False
329539556029.png,0.5345001816749573,1,0,False
336916579249.png,0.3432498574256897,1,0,False
346212849841.png,0.42887362837791443,1,0,False
348567984713.png,0.2541530430316925,0,0,True
354186451390.png,0.4645175039768219,1,0,False
354798396350.png,0.29410964250564575,0,0,True
355056301493.png,0.4060833752155304,1,0,False
361885417549.png,0.3783833384513855,1,0,False
392992064698.png,0.35702216625213623,1,0,False
398878110026.png,0.4774322211742401,1,1,True
401129873841.png,0.3424830138683319,1,0,False
401341442993.png,0.37081730365753174,1,0,False
403431951293.png,0.31729987263679504,1,0,False
410278626892.png,0.3152225613594055,1,0,False
413558545995.png,0.4157681167125702,1,0,False
417478220210.png,0.40118715167045593,1,0,False
434048421956.png,0.4634154736995697,1,1,True
434197864882.png,0.3367227017879486,1,0,False
434545307064.png,0.4294971227645874,1,0,False
446252516943.png,0.4531617760658264,1,1,True
447750593604.png,0.525017261505127,1,0,False
450315197364.png,0.34478452801704407,1,0,False
460053193919.png,0.4742715656757355,1,1,True
462874315592.png,0.3616156578063965,1,0,False
466298954432.png,0.4555438160896301,1,0,False
468340039358.png,0.3911806643009186,1,0,False
474407838912.png,0.34511423110961914,1,0,False
478194659509.png,0.3540329337120056,1,0,False
484980164165.png,0.3412054479122162,1,0,False
491796440503.png,0.4318397343158722,1,1,True
493457240250.png,0.3453003168106079,1,1,True
516657711806.png,0.31511324644088745,1,0,False
518717694911.png,0.4855930209159851,1,0,False
525394511171.png,0.4045858085155487,1,0,False
540851370061.png,0.47906962037086487,1,1,True
554743234240.png,0.3854268491268158,1,0,False
554832693315.png,0.31573373079299927,1,0,False
555665241020.png,0.28950631618499756,0,0,True
556400032444.png,0.4527361989021301,1,1,True
557809825615.png,0.3557790517807007,1,0,False
563252830400.png,0.2938667833805084,0,0,True
565215309755.png,0.425763338804245,1,0,False
566471974069.png,0.3794817626476288,1,0,False
567136128445.png,0.35622990131378174,1,0,False
569490619972.png,0.3265388607978821,1,0,False
570089579073.png,0.3181973099708557,1,0,False
570493072575.png,0.3685886263847351,1,0,False
574688274358.png,0.39669516682624817,1,0,False
579238440383.png,0.4022764563560486,1,0,False
582304021696.png,0.40042510628700256,1,0,False
617837506748.png,0.3330592215061188,1,0,False
633793477554.png,0.355572909116745,1,0,False
636995413828.png,0.41719841957092285,1,1,True
638426651069.png,0.467425137758255,1,0,False
645462441287.png,0.3600027859210968,1,1,True
649279955387.png,0.2900809645652771,0,1,False
649542797503.png,0.469908744096756,1,0,False
650799904839.png,0.30467188358306885,1,0,False
652901456314.png,0.32034817337989807,1,0,False
657023659588.png,0.34098124504089355,1,0,False
659378657213.png,0.34707963466644287,1,0,False
661598843062.png,0.3181743919849396,1,0,False
662218082890.png,0.35408690571784973,1,0,False
669742848331.png,0.3325791358947754,1,0,False
670682694592.png,0.38081127405166626,1,0,False
671223858502.png,0.3702378571033478,1,0,False
671788473930.png,0.33767667412757874,1,0,False
677108240704.png,0.4001375436782837,1,0,False
677770988107.png,0.35638073086738586,1,0,False
685738925752.png,0.34996819496154785,1,0,False
689809360309.png,0.33314085006713867,1,0,False
698733391030.png,0.40235355496406555,1,0,False
708271745870.png,0.37962040305137634,1,0,False
713804198464.png,0.45212745666503906,1,0,False
713963149755.png,0.2611147463321686,0,0,True
716668117172.png,0.46946293115615845,1,0,False
717410119606.png,0.5020328164100647,1,0,False
719920856758.png,0.2609767019748688,0,0,True
720028294731.png,0.3513466715812683,1,0,False
722427833536.png,0.3817642629146576,1,0,False
723606711372.png,0.4217849373817444,1,0,False
725930095946.png,0.3058154284954071,1,0,False
727759213123.png,0.450290709733963,1,1,True
728979258806.png,0.4158317446708679,1,1,True
732589830478.png,0.3285585939884186,1,0,False
739068637875.png,0.35916781425476074,1,0,False
740780787902.png,0.3044850528240204,1,0,False
744715360184.png,0.3679983615875244,1,0,False
765941194422.png,0.3119227886199951,1,0,False
766866360754.png,0.44521546363830566,1,0,False
768008327352.png,0.26263928413391113,0,0,True
771007567937.png,0.3795803189277649,1,0,False
771305908036.png,0.3187941312789917,1,0,False
773689805246.png,0.366823673248291,1,0,False
784628635213.png,0.37436771392822266,1,0,False
787840606901.png,0.3093714714050293,1,0,False
795439862719.png,0.3987102210521698,1,1,True
796763867983.png,0.3706004023551941,1,0,False
798619658168.png,0.2972363531589508,0,0,True
801988742588.png,0.3845614492893219,1,0,False
812238139582.png,0.42085787653923035,1,0,False
813344571718.png,0.3696858286857605,1,1,True
814668654148.png,0.4519844055175781,1,0,False
815382926924.png,0.32432955503463745,1,0,False
818002562744.png,0.3605968654155731,1,0,False
818577664956.png,0.21537671983242035,0,0,True
822905288886.png,0.2834796607494354,0,0,True
825883459002.png,0.39823830127716064,1,0,False
832551612086.png,0.40967002511024475,1,0,False
834171870531.png,0.42932119965553284,1,0,False
839764858700.png,0.36517077684402466,1,1,True
841337970500.png,0.43436548113822937,1,1,True
845201556154.png,0.4729866683483124,1,0,False
851483541171.png,0.43086883425712585,1,0,False
855568815951.png,0.3635295629501343,1,0,False
858976006472.png,0.36811137199401855,1,0,False
861083380043.png,0.4934541583061218,1,1,True
866474986167.png,0.4501524567604065,1,0,False
870635067575.png,0.32553938031196594,1,0,False
872552124351.png,0.3292444348335266,1,0,False
877610624703.png,0.31496867537498474,1,0,False
879038254409.png,0.2885138690471649,0,0,True
881745128774.png,0.42393916845321655,1,0,False
883329066929.png,0.3616657853126526,1,1,True
888520149438.png,0.30372315645217896,1,0,False
890977074497.png,0.4047839343547821,1,0,False
900305764426.png,0.2840588688850403,0,0,True
901704239283.png,0.34061166644096375,1,0,False
906257545403.png,0.37296611070632935,1,0,False
907149671347.png,0.35886192321777344,1,0,False
908832086606.png,0.4025692045688629,1,0,False
919011909706.png,0.33587169647216797,1,0,False
921017135294.png,0.3844476044178009,1,0,False
922744759731.png,0.3030925989151001,1,1,True
923758565958.png,0.3225683867931366,1,0,False
926992962639.png,0.37785908579826355,1,0,False
935324551864.png,0.37791287899017334,1,0,False
936620917581.png,0.3021833002567291,1,0,False
939922740037.png,0.3893664479255676,1,0,False
941638161993.png,0.41245102882385254,1,0,False
947809535808.png,0.32638320326805115,1,0,False
951144179273.png,0.2744535207748413,0,0,True
952721781827.png,0.3844974935054779,1,0,False
964287855544.png,0.4659837484359741,1,0,False
965574321341.png,0.3735034763813019,1,1,True
965575363912.png,0.35765740275382996,1,0,False
975270280771.png,0.43039771914482117,1,1,True
979746705478.png,0.4301929771900177,1,1,True
981922321990.png,0.2750348150730133,0,0,True
983566739014.png,0.35286590456962585,1,0,False
984347298496.png,0.39708906412124634,1,0,False
986237200969.png,0.41899874806404114,1,1,True
994953646145.png,0.3734566271305084,1,0,False
999395024206.png,0.29826629161834717,0,0,True
999480712114.png,0.3140867054462433,1,0,False
